steps_today,avg_last_7_days,days_goal_reached_last_7,trend,recommendation_type
9301,5634,2,3667,HOME_WORKOUT
14029,11191,5,2838,RECOVERY_DAY
4143,3801,6,342,MODERATE_WALK
7236,2685,2,4551,HOME_WORKOUT
4283,2504,3,1779,MODERATE_WALK
12919,4113,0,8806,HOME_WORKOUT
8438,7147,4,1291,HOME_WORKOUT
12835,5763,2,7072,HOME_WORKOUT
8778,12986,7,-4208,RECOVERY_DAY
10676,7745,6,2931,HOME_WORKOUT
7120,4481,7,2639,HOME_WORKOUT
11509,5062,3,6447,HOME_WORKOUT
7025,11012,6,-3987,RECOVERY_DAY
11515,5735,6,5780,HOME_WORKOUT
14406,1661,0,12745,HOME_WORKOUT
5028,7661,2,-2633,LIGHT_WALK
11583,5999,2,5584,HOME_WORKOUT
8165,3423,3,4742,HOME_WORKOUT
3907,7282,0,-3375,LIGHT_WALK
3997,3266,4,731,MODERATE_WALK
6949,5639,7,1310,MODERATE_WALK
4127,5943,3,-1816,LIGHT_WALK
12309,9322,7,2987,RECOVERY_DAY
1456,10600,0,-9144,LIGHT_WALK
1108,5970,7,-4862,LIGHT_WALK
3569,4479,1,-910,MODERATE_WALK
4927,12796,1,-7869,LIGHT_WALK
6305,5305,4,1000,MODERATE_WALK
688,6911,6,-6223,LIGHT_WALK
8562,9893,5,-1331,RECOVERY_DAY
7634,7102,0,532,HOME_WORKOUT
543,8791,2,-8248,LIGHT_WALK
14647,4693,5,9954,HOME_WORKOUT
6668,11783,5,-5115,LIGHT_WALK
2171,1445,0,726,LIGHT_WALK
12110,10200,6,1910,RECOVERY_DAY
4943,5648,0,-705,MODERATE_WALK
13022,5990,7,7032,HOME_WORKOUT
3919,2545,2,1374,MODERATE_WALK
7358,9896,4,-2538,HOME_WORKOUT
14176,3578,4,10598,HOME_WORKOUT
3711,10224,3,-6513,LIGHT_WALK
14460,8367,3,6093,HOME_WORKOUT
7776,11828,4,-4052,HOME_WORKOUT
2914,12217,5,-9303,LIGHT_WALK
1233,2912,5,-1679,LIGHT_WALK
3392,8986,5,-5594,LIGHT_WALK
9831,6137,7,3694,HOME_WORKOUT
8587,3487,4,5100,HOME_WORKOUT
10112,1054,2,9058,HOME_WORKOUT
4219,1385,0,2834,MODERATE_WALK
5866,6045,2,-179,MODERATE_WALK
10413,6256,1,4157,HOME_WORKOUT
7611,13872,0,-6261,HOME_WORKOUT
7556,5421,3,2135,HOME_WORKOUT
3390,5394,1,-2004,LIGHT_WALK
1933,1817,6,116,LIGHT_WALK
3240,7499,0,-4259,LIGHT_WALK
1451,4617,3,-3166,LIGHT_WALK
2704,2207,6,497,LIGHT_WALK
9120,3524,0,5596,HOME_WORKOUT
10753,9702,0,1051,HOME_WORKOUT
6807,8108,3,-1301,MODERATE_WALK
14162,5654,4,8508,HOME_WORKOUT
1424,11314,3,-9890,LIGHT_WALK
7702,12335,6,-4633,RECOVERY_DAY
3971,9861,6,-5890,LIGHT_WALK
13954,7820,6,6134,HOME_WORKOUT
13613,11994,1,1619,HOME_WORKOUT
7216,1546,3,5670,HOME_WORKOUT
13010,6252,0,6758,HOME_WORKOUT
4936,7939,7,-3003,LIGHT_WALK
6057,6232,6,-175,MODERATE_WALK
4832,12913,7,-8081,LIGHT_WALK
4888,3529,5,1359,MODERATE_WALK
2855,6017,2,-3162,LIGHT_WALK
2618,6213,0,-3595,LIGHT_WALK
3156,2395,0,761,MODERATE_WALK
9029,5294,6,3735,HOME_WORKOUT
4711,2423,1,2288,MODERATE_WALK
13021,12014,5,1007,RECOVERY_DAY
10258,2054,2,8204,HOME_WORKOUT
613,9624,1,-9011,LIGHT_WALK
2771,11512,0,-8741,LIGHT_WALK
10271,7412,3,2859,HOME_WORKOUT
12909,5776,4,7133,HOME_WORKOUT
14461,3077,4,11384,HOME_WORKOUT
13499,6905,3,6594,HOME_WORKOUT
7262,6664,3,598,HOME_WORKOUT
5570,9476,4,-3906,LIGHT_WALK
8411,4191,5,4220,HOME_WORKOUT
10250,7097,6,3153,HOME_WORKOUT
13236,4126,4,9110,HOME_WORKOUT
9778,3327,0,6451,HOME_WORKOUT
3692,3378,2,314,MODERATE_WALK
7398,8892,7,-1494,HOME_WORKOUT
2493,12077,5,-9584,LIGHT_WALK
6204,11319,7,-5115,LIGHT_WALK
1748,6221,0,-4473,LIGHT_WALK
4256,11171,4,-6915,LIGHT_WALK
3868,3915,4,-47,MODERATE_WALK
11511,12658,0,-1147,HOME_WORKOUT
8207,3365,0,4842,HOME_WORKOUT
5863,8666,4,-2803,LIGHT_WALK
14445,7490,0,6955,HOME_WORKOUT
10177,9443,3,734,HOME_WORKOUT
1777,8179,0,-6402,LIGHT_WALK
3792,3006,1,786,MODERATE_WALK
5991,13701,6,-7710,LIGHT_WALK
9069,8990,5,79,HOME_WORKOUT
5996,9926,1,-3930,LIGHT_WALK
9177,11046,0,-1869,HOME_WORKOUT
8528,9358,0,-830,HOME_WORKOUT
10899,6260,6,4639,HOME_WORKOUT
5805,9867,7,-4062,LIGHT_WALK
8277,10671,2,-2394,HOME_WORKOUT
2345,13196,5,-10851,LIGHT_WALK
3228,4521,1,-1293,MODERATE_WALK
2363,1594,6,769,LIGHT_WALK
4803,3207,3,1596,MODERATE_WALK
3659,7276,7,-3617,LIGHT_WALK
4148,5270,7,-1122,MODERATE_WALK
735,10919,6,-10184,LIGHT_WALK
8823,4163,3,4660,HOME_WORKOUT
11188,11068,3,120,HOME_WORKOUT
5364,6487,0,-1123,MODERATE_WALK
14178,3803,1,10375,HOME_WORKOUT
7966,7279,5,687,HOME_WORKOUT
10848,3381,1,7467,HOME_WORKOUT
6250,3042,1,3208,MODERATE_WALK
7339,12069,5,-4730,RECOVERY_DAY
14062,11254,1,2808,HOME_WORKOUT
12753,12845,0,-92,HOME_WORKOUT
9554,13818,1,-4264,HOME_WORKOUT
14042,6920,0,7122,HOME_WORKOUT
8704,10171,5,-1467,RECOVERY_DAY
13875,2722,5,11153,HOME_WORKOUT
9391,13462,1,-4071,HOME_WORKOUT
10843,8605,6,2238,HOME_WORKOUT
4016,10399,4,-6383,LIGHT_WALK
5668,9091,1,-3423,LIGHT_WALK
5800,7806,7,-2006,LIGHT_WALK
13172,13099,2,73,HOME_WORKOUT
1969,11298,0,-9329,LIGHT_WALK
3448,4664,0,-1216,MODERATE_WALK
1163,10390,4,-9227,LIGHT_WALK
1926,12144,3,-10218,LIGHT_WALK
9216,5488,7,3728,HOME_WORKOUT
5444,5660,0,-216,MODERATE_WALK
10356,2861,0,7495,HOME_WORKOUT
3386,4793,6,-1407,MODERATE_WALK
7140,12016,1,-4876,HOME_WORKOUT
14403,13700,5,703,RECOVERY_DAY
14880,9311,5,5569,RECOVERY_DAY
12611,9862,0,2749,HOME_WORKOUT
5646,1792,7,3854,MODERATE_WALK
6442,11924,1,-5482,LIGHT_WALK
1494,1536,3,-42,LIGHT_WALK
2596,4922,6,-2326,LIGHT_WALK
10672,1965,4,8707,HOME_WORKOUT
3484,2847,2,637,MODERATE_WALK
608,9254,4,-8646,LIGHT_WALK
9217,10719,4,-1502,HOME_WORKOUT
4758,9522,1,-4764,LIGHT_WALK
2390,3750,3,-1360,LIGHT_WALK
2007,6588,3,-4581,LIGHT_WALK
12971,6299,3,6672,HOME_WORKOUT
3237,1053,4,2184,MODERATE_WALK
8033,8668,3,-635,HOME_WORKOUT
2408,7921,7,-5513,LIGHT_WALK
2012,5305,5,-3293,LIGHT_WALK
14980,8111,3,6869,HOME_WORKOUT
1369,2919,1,-1550,LIGHT_WALK
4050,2723,7,1327,MODERATE_WALK
5813,7230,1,-1417,MODERATE_WALK
723,8101,0,-7378,LIGHT_WALK
3176,2368,4,808,MODERATE_WALK
4384,3314,6,1070,MODERATE_WALK
8486,9168,3,-682,HOME_WORKOUT
14222,13840,0,382,HOME_WORKOUT
11799,10067,3,1732,HOME_WORKOUT
6090,8072,4,-1982,LIGHT_WALK
5489,8309,1,-2820,LIGHT_WALK
14497,9702,2,4795,HOME_WORKOUT
13948,5137,4,8811,HOME_WORKOUT
3953,3232,4,721,MODERATE_WALK
7063,5177,2,1886,HOME_WORKOUT
5313,2929,0,2384,MODERATE_WALK
4309,3241,6,1068,MODERATE_WALK
13150,3526,0,9624,HOME_WORKOUT
7732,8541,2,-809,HOME_WORKOUT
8392,8052,0,340,HOME_WORKOUT
12698,6787,1,5911,HOME_WORKOUT
7001,3325,6,3676,HOME_WORKOUT
9116,8338,4,778,HOME_WORKOUT
11283,9222,7,2061,RECOVERY_DAY
1310,1918,0,-608,LIGHT_WALK
13514,5856,3,7658,HOME_WORKOUT
11381,7847,4,3534,HOME_WORKOUT
12230,12127,1,103,HOME_WORKOUT
4147,9642,4,-5495,LIGHT_WALK
9755,9876,2,-121,HOME_WORKOUT
11194,3269,0,7925,HOME_WORKOUT
5791,4782,3,1009,MODERATE_WALK
9462,7636,3,1826,HOME_WORKOUT
8478,7097,0,1381,HOME_WORKOUT
11567,10253,2,1314,HOME_WORKOUT
8757,10021,1,-1264,HOME_WORKOUT
10222,13650,4,-3428,HOME_WORKOUT
10483,8146,0,2337,HOME_WORKOUT
1456,3558,6,-2102,LIGHT_WALK
14770,3007,7,11763,HOME_WORKOUT
1300,2943,6,-1643,LIGHT_WALK
13008,4392,0,8616,HOME_WORKOUT
649,2806,3,-2157,LIGHT_WALK
3098,10999,5,-7901,LIGHT_WALK
10261,5207,0,5054,HOME_WORKOUT
10262,4585,5,5677,HOME_WORKOUT
11198,11043,2,155,HOME_WORKOUT
4549,6729,5,-2180,LIGHT_WALK
7039,2864,4,4175,HOME_WORKOUT
14434,6751,0,7683,HOME_WORKOUT
8140,6237,2,1903,HOME_WORKOUT
6074,2216,6,3858,MODERATE_WALK
11406,9976,4,1430,HOME_WORKOUT
4248,1870,6,2378,MODERATE_WALK
4411,3531,5,880,MODERATE_WALK
12047,3921,6,8126,HOME_WORKOUT
14840,2615,0,12225,HOME_WORKOUT
5146,12901,5,-7755,LIGHT_WALK
8540,13818,3,-5278,HOME_WORKOUT
12545,7972,2,4573,HOME_WORKOUT
2844,12993,5,-10149,LIGHT_WALK
14381,9832,6,4549,RECOVERY_DAY
5848,12890,6,-7042,LIGHT_WALK
8948,4668,3,4280,HOME_WORKOUT
8081,1299,4,6782,HOME_WORKOUT
9494,2539,7,6955,HOME_WORKOUT
11164,6264,5,4900,HOME_WORKOUT
9679,2119,4,7560,HOME_WORKOUT
5893,7512,3,-1619,LIGHT_WALK
11817,13932,2,-2115,HOME_WORKOUT
6966,4606,6,2360,MODERATE_WALK
6789,9603,7,-2814,LIGHT_WALK
12951,6347,2,6604,HOME_WORKOUT
11191,8117,6,3074,HOME_WORKOUT
9925,4749,5,5176,HOME_WORKOUT
7005,11368,4,-4363,HOME_WORKOUT
12382,9737,4,2645,HOME_WORKOUT
13098,8254,6,4844,HOME_WORKOUT
13727,9491,6,4236,RECOVERY_DAY
5393,3714,3,1679,MODERATE_WALK
6299,2471,5,3828,MODERATE_WALK
9125,3537,2,5588,HOME_WORKOUT
10907,3028,1,7879,HOME_WORKOUT
10497,12017,1,-1520,HOME_WORKOUT
14104,6848,2,7256,HOME_WORKOUT
4862,9185,6,-4323,LIGHT_WALK
3031,4895,7,-1864,LIGHT_WALK
12446,13317,5,-871,RECOVERY_DAY
5878,6390,3,-512,MODERATE_WALK
13342,11712,0,1630,HOME_WORKOUT
9368,4120,4,5248,HOME_WORKOUT
12752,13836,7,-1084,RECOVERY_DAY
11874,1062,6,10812,HOME_WORKOUT
5402,13901,5,-8499,LIGHT_WALK
5994,11681,2,-5687,LIGHT_WALK
6895,9141,3,-2246,LIGHT_WALK
4100,9972,7,-5872,LIGHT_WALK
3037,2739,4,298,MODERATE_WALK
12760,9404,4,3356,HOME_WORKOUT
13516,5649,0,7867,HOME_WORKOUT
8689,9425,2,-736,HOME_WORKOUT
1742,7146,5,-5404,LIGHT_WALK
5680,6962,7,-1282,MODERATE_WALK
3185,4527,3,-1342,MODERATE_WALK
11988,6271,0,5717,HOME_WORKOUT
1767,6750,1,-4983,LIGHT_WALK
2562,13475,3,-10913,LIGHT_WALK
14050,3788,6,10262,HOME_WORKOUT
6589,4904,5,1685,MODERATE_WALK
10926,9571,7,1355,RECOVERY_DAY
507,13655,7,-13148,LIGHT_WALK
6836,3033,1,3803,MODERATE_WALK
7489,7818,0,-329,HOME_WORKOUT
4317,8230,0,-3913,LIGHT_WALK
3888,10711,3,-6823,LIGHT_WALK
3150,11493,6,-8343,LIGHT_WALK
4306,11414,4,-7108,LIGHT_WALK
13794,10008,2,3786,HOME_WORKOUT
5417,4249,4,1168,MODERATE_WALK
1107,1018,3,89,LIGHT_WALK
9226,2769,0,6457,HOME_WORKOUT
1356,4641,4,-3285,LIGHT_WALK
7055,1045,6,6010,HOME_WORKOUT
9874,12846,4,-2972,HOME_WORKOUT
8539,4144,1,4395,HOME_WORKOUT
14846,4937,7,9909,HOME_WORKOUT
12182,2809,7,9373,HOME_WORKOUT
12691,10206,3,2485,HOME_WORKOUT
12137,1431,2,10706,HOME_WORKOUT
13551,13627,7,-76,RECOVERY_DAY
6657,10051,3,-3394,LIGHT_WALK
4451,7596,3,-3145,LIGHT_WALK
8519,10963,7,-2444,RECOVERY_DAY
12294,6216,5,6078,HOME_WORKOUT
1661,11046,1,-9385,LIGHT_WALK
2987,13586,7,-10599,LIGHT_WALK
1478,3846,3,-2368,LIGHT_WALK
13776,12243,2,1533,HOME_WORKOUT
13459,9105,0,4354,HOME_WORKOUT
4911,1967,0,2944,MODERATE_WALK
9312,2439,5,6873,HOME_WORKOUT
14812,8049,0,6763,HOME_WORKOUT
4439,7819,6,-3380,LIGHT_WALK
7828,7406,0,422,HOME_WORKOUT
10025,12540,1,-2515,HOME_WORKOUT
4727,1538,2,3189,MODERATE_WALK
7573,7885,3,-312,HOME_WORKOUT
12750,7076,3,5674,HOME_WORKOUT
9197,2448,7,6749,HOME_WORKOUT
5506,4671,0,835,MODERATE_WALK
14872,9583,2,5289,HOME_WORKOUT
6178,5498,6,680,MODERATE_WALK
10897,7076,1,3821,HOME_WORKOUT
1482,13758,6,-12276,LIGHT_WALK
8331,6780,4,1551,HOME_WORKOUT
12755,8312,4,4443,HOME_WORKOUT
3292,1953,7,1339,MODERATE_WALK
968,9926,1,-8958,LIGHT_WALK
1836,1874,5,-38,LIGHT_WALK
6372,13487,1,-7115,LIGHT_WALK
13489,5673,6,7816,HOME_WORKOUT
12277,10998,4,1279,HOME_WORKOUT
4194,4218,5,-24,MODERATE_WALK
13723,12317,4,1406,HOME_WORKOUT
12847,11934,4,913,HOME_WORKOUT
10275,9983,0,292,HOME_WORKOUT
14102,4637,1,9465,HOME_WORKOUT
6407,2770,1,3637,MODERATE_WALK
1108,12436,6,-11328,LIGHT_WALK
12848,8691,4,4157,HOME_WORKOUT
2776,1396,4,1380,LIGHT_WALK
1348,1267,6,81,LIGHT_WALK
6640,1939,6,4701,MODERATE_WALK
12421,12665,6,-244,RECOVERY_DAY
8600,2645,6,5955,HOME_WORKOUT
13737,8409,7,5328,HOME_WORKOUT
1253,9212,2,-7959,LIGHT_WALK
3364,3965,7,-601,MODERATE_WALK
2903,6674,6,-3771,LIGHT_WALK
10792,13987,7,-3195,RECOVERY_DAY
9159,4090,1,5069,HOME_WORKOUT
6644,3231,2,3413,MODERATE_WALK
14011,4105,5,9906,HOME_WORKOUT
6239,6940,6,-701,MODERATE_WALK
7311,7798,5,-487,HOME_WORKOUT
2924,11008,7,-8084,LIGHT_WALK
2361,2051,7,310,LIGHT_WALK
8360,12985,0,-4625,HOME_WORKOUT
11707,3681,3,8026,HOME_WORKOUT
3879,13853,2,-9974,LIGHT_WALK
12811,6463,7,6348,HOME_WORKOUT
5078,5864,6,-786,MODERATE_WALK
7392,13202,0,-5810,HOME_WORKOUT
2941,9585,2,-6644,LIGHT_WALK
13981,3970,6,10011,HOME_WORKOUT
8342,13510,6,-5168,RECOVERY_DAY
5000,11033,2,-6033,LIGHT_WALK
7016,10614,6,-3598,RECOVERY_DAY
899,8865,1,-7966,LIGHT_WALK
715,1834,3,-1119,LIGHT_WALK
6898,1635,3,5263,MODERATE_WALK
8159,2325,5,5834,HOME_WORKOUT
8161,10685,5,-2524,RECOVERY_DAY
6363,13530,5,-7167,LIGHT_WALK
5858,6237,0,-379,MODERATE_WALK
9795,6892,5,2903,HOME_WORKOUT
6703,6077,3,626,MODERATE_WALK
10957,9531,5,1426,RECOVERY_DAY
6177,1437,7,4740,MODERATE_WALK
1072,13214,7,-12142,LIGHT_WALK
7642,5792,3,1850,HOME_WORKOUT
5184,4071,0,1113,MODERATE_WALK
9148,9804,0,-656,HOME_WORKOUT
4012,10421,7,-6409,LIGHT_WALK
9804,9689,3,115,HOME_WORKOUT
554,11030,7,-10476,LIGHT_WALK
14656,2177,7,12479,HOME_WORKOUT
2105,8655,6,-6550,LIGHT_WALK
10359,4582,2,5777,HOME_WORKOUT
4476,1199,2,3277,MODERATE_WALK
1591,4332,1,-2741,LIGHT_WALK
13025,7343,0,5682,HOME_WORKOUT
8690,4024,3,4666,HOME_WORKOUT
6358,3420,6,2938,MODERATE_WALK
5936,6943,3,-1007,MODERATE_WALK
3749,6978,0,-3229,LIGHT_WALK
14037,9521,7,4516,RECOVERY_DAY
10083,8272,7,1811,HOME_WORKOUT
5239,2207,0,3032,MODERATE_WALK
9830,3587,5,6243,HOME_WORKOUT
4886,2276,3,2610,MODERATE_WALK
7297,3738,3,3559,HOME_WORKOUT
4179,11480,3,-7301,LIGHT_WALK
5232,11414,5,-6182,LIGHT_WALK
848,7030,6,-6182,LIGHT_WALK
14727,7071,6,7656,HOME_WORKOUT
2074,7929,5,-5855,LIGHT_WALK
12437,7390,2,5047,HOME_WORKOUT
3087,13650,6,-10563,LIGHT_WALK
2898,5386,0,-2488,LIGHT_WALK
3828,8768,4,-4940,LIGHT_WALK
5832,9829,1,-3997,LIGHT_WALK
1815,12208,1,-10393,LIGHT_WALK
719,12297,4,-11578,LIGHT_WALK
2856,9750,5,-6894,LIGHT_WALK
11136,4215,4,6921,HOME_WORKOUT
14656,2113,0,12543,HOME_WORKOUT
7378,4250,6,3128,HOME_WORKOUT
3099,7478,3,-4379,LIGHT_WALK
13379,5270,6,8109,HOME_WORKOUT
3087,5660,2,-2573,LIGHT_WALK
8533,11363,4,-2830,HOME_WORKOUT
2167,5784,4,-3617,LIGHT_WALK
11712,10799,3,913,HOME_WORKOUT
6830,4711,3,2119,MODERATE_WALK
4076,9951,4,-5875,LIGHT_WALK
10633,1546,6,9087,HOME_WORKOUT
5823,1536,1,4287,MODERATE_WALK
6428,12911,4,-6483,LIGHT_WALK
9990,13201,3,-3211,HOME_WORKOUT
8533,6429,2,2104,HOME_WORKOUT
5572,3660,6,1912,MODERATE_WALK
10642,1633,2,9009,HOME_WORKOUT
5526,4842,0,684,MODERATE_WALK
7983,2314,5,5669,HOME_WORKOUT
2506,5565,4,-3059,LIGHT_WALK
8558,5343,7,3215,HOME_WORKOUT
8803,12294,6,-3491,RECOVERY_DAY
500,1663,2,-1163,LIGHT_WALK
6239,4091,4,2148,MODERATE_WALK
7018,6358,5,660,HOME_WORKOUT
13349,12103,3,1246,HOME_WORKOUT
10290,9352,7,938,RECOVERY_DAY
8578,2639,1,5939,HOME_WORKOUT
3295,1045,7,2250,MODERATE_WALK
1321,4197,3,-2876,LIGHT_WALK
12881,12916,3,-35,HOME_WORKOUT
3990,11288,2,-7298,LIGHT_WALK
11510,10938,1,572,HOME_WORKOUT
11076,11752,1,-676,HOME_WORKOUT
7961,4076,7,3885,HOME_WORKOUT
7629,8095,6,-466,HOME_WORKOUT
3785,1884,0,1901,MODERATE_WALK
3116,12246,0,-9130,LIGHT_WALK
8201,13260,2,-5059,HOME_WORKOUT
14736,4821,6,9915,HOME_WORKOUT
3944,2907,3,1037,MODERATE_WALK
11962,10212,0,1750,HOME_WORKOUT
13966,2051,4,11915,HOME_WORKOUT
4777,13300,1,-8523,LIGHT_WALK
12360,9698,7,2662,RECOVERY_DAY
6339,1189,7,5150,MODERATE_WALK
12888,4711,0,8177,HOME_WORKOUT
9828,13680,5,-3852,RECOVERY_DAY
10663,3253,3,7410,HOME_WORKOUT
13107,13815,2,-708,HOME_WORKOUT
3361,1974,6,1387,MODERATE_WALK
2008,9552,1,-7544,LIGHT_WALK
3077,2085,0,992,MODERATE_WALK
8435,11448,1,-3013,HOME_WORKOUT
2708,2390,5,318,LIGHT_WALK
8887,8092,1,795,HOME_WORKOUT
4194,12169,2,-7975,LIGHT_WALK
14539,6722,5,7817,HOME_WORKOUT
10862,1831,1,9031,HOME_WORKOUT
7091,4946,0,2145,HOME_WORKOUT
954,4761,3,-3807,LIGHT_WALK
508,9246,7,-8738,LIGHT_WALK
1248,11942,5,-10694,LIGHT_WALK
2121,11745,6,-9624,LIGHT_WALK
4385,11663,3,-7278,LIGHT_WALK
12101,3330,3,8771,HOME_WORKOUT
9573,7951,3,1622,HOME_WORKOUT
10131,8453,2,1678,HOME_WORKOUT
7542,7770,6,-228,HOME_WORKOUT
7714,9145,4,-1431,HOME_WORKOUT
7287,10386,5,-3099,RECOVERY_DAY
4672,3414,2,1258,MODERATE_WALK
3400,3151,4,249,MODERATE_WALK
11355,6659,0,4696,HOME_WORKOUT
5009,2933,6,2076,MODERATE_WALK
5619,11019,4,-5400,LIGHT_WALK
500,11314,1,-10814,LIGHT_WALK
12354,4893,2,7461,HOME_WORKOUT
1989,12461,5,-10472,LIGHT_WALK
6033,13192,3,-7159,LIGHT_WALK
1098,9708,4,-8610,LIGHT_WALK
13688,10916,6,2772,RECOVERY_DAY
8021,11131,1,-3110,HOME_WORKOUT
12232,2911,3,9321,HOME_WORKOUT
13324,12641,7,683,RECOVERY_DAY
8501,11252,1,-2751,HOME_WORKOUT
9936,8795,2,1141,HOME_WORKOUT
6117,8428,7,-2311,LIGHT_WALK
7154,6185,3,969,HOME_WORKOUT
595,12970,7,-12375,LIGHT_WALK
2179,13876,1,-11697,LIGHT_WALK
5994,6969,5,-975,MODERATE_WALK
2921,9757,6,-6836,LIGHT_WALK
10219,13538,3,-3319,HOME_WORKOUT
8153,11748,7,-3595,RECOVERY_DAY
4268,3099,5,1169,MODERATE_WALK
2059,12592,2,-10533,LIGHT_WALK
8488,1315,4,7173,HOME_WORKOUT
6361,2758,6,3603,MODERATE_WALK
12945,11636,3,1309,HOME_WORKOUT
2775,10157,2,-7382,LIGHT_WALK
5040,8555,6,-3515,LIGHT_WALK
10313,7802,2,2511,HOME_WORKOUT
739,7046,5,-6307,LIGHT_WALK
8155,5937,0,2218,HOME_WORKOUT
10524,11109,7,-585,RECOVERY_DAY
14130,7172,6,6958,HOME_WORKOUT
8683,11659,1,-2976,HOME_WORKOUT
4209,7993,1,-3784,LIGHT_WALK
10543,11757,4,-1214,HOME_WORKOUT
7977,7108,2,869,HOME_WORKOUT
12911,13152,2,-241,HOME_WORKOUT
11181,13991,7,-2810,RECOVERY_DAY
6778,7741,5,-963,MODERATE_WALK
6710,5539,0,1171,MODERATE_WALK
13994,5576,1,8418,HOME_WORKOUT
4630,6544,1,-1914,LIGHT_WALK
7019,7892,5,-873,HOME_WORKOUT
2519,11056,5,-8537,LIGHT_WALK
6609,6484,6,125,MODERATE_WALK
778,2425,6,-1647,LIGHT_WALK
2317,1169,4,1148,LIGHT_WALK
535,9850,6,-9315,LIGHT_WALK
5242,4693,4,549,MODERATE_WALK
2141,11512,3,-9371,LIGHT_WALK
13644,11118,4,2526,HOME_WORKOUT
4381,7032,6,-2651,LIGHT_WALK
9140,11673,3,-2533,HOME_WORKOUT
949,9967,1,-9018,LIGHT_WALK
12288,8942,3,3346,HOME_WORKOUT
7785,5982,5,1803,HOME_WORKOUT
11511,3957,5,7554,HOME_WORKOUT
4026,9016,3,-4990,LIGHT_WALK
1548,10066,1,-8518,LIGHT_WALK
9755,5162,6,4593,HOME_WORKOUT
842,5484,3,-4642,LIGHT_WALK
13840,2387,4,11453,HOME_WORKOUT
5112,7276,4,-2164,LIGHT_WALK
4064,12724,6,-8660,LIGHT_WALK
7893,6694,4,1199,HOME_WORKOUT
12109,5599,1,6510,HOME_WORKOUT
1319,1214,2,105,LIGHT_WALK
1257,4600,6,-3343,LIGHT_WALK
2613,10890,3,-8277,LIGHT_WALK
11938,10244,7,1694,RECOVERY_DAY
7366,2555,1,4811,HOME_WORKOUT
12600,1871,1,10729,HOME_WORKOUT
5771,10882,1,-5111,LIGHT_WALK
9337,12023,3,-2686,HOME_WORKOUT
9079,12927,7,-3848,RECOVERY_DAY
9135,12323,1,-3188,HOME_WORKOUT
1589,4231,0,-2642,LIGHT_WALK
2632,3416,0,-784,LIGHT_WALK
11743,10986,2,757,HOME_WORKOUT
6825,1633,3,5192,MODERATE_WALK
13930,12074,4,1856,HOME_WORKOUT
6781,13229,2,-6448,LIGHT_WALK
12598,5437,3,7161,HOME_WORKOUT
1507,1904,5,-397,LIGHT_WALK
1122,12705,7,-11583,LIGHT_WALK
7687,5600,5,2087,HOME_WORKOUT
14614,5703,5,8911,HOME_WORKOUT
14189,11263,2,2926,HOME_WORKOUT
4887,2964,0,1923,MODERATE_WALK
6365,5400,1,965,MODERATE_WALK
14409,8904,5,5505,HOME_WORKOUT
2953,3309,0,-356,LIGHT_WALK
6750,3676,0,3074,MODERATE_WALK
11020,8369,2,2651,HOME_WORKOUT
11048,1836,3,9212,HOME_WORKOUT
13989,2489,3,11500,HOME_WORKOUT
5947,11544,7,-5597,LIGHT_WALK
3303,2630,0,673,MODERATE_WALK
8958,9932,6,-974,RECOVERY_DAY
3497,11875,2,-8378,LIGHT_WALK
10162,7485,4,2677,HOME_WORKOUT
10211,8307,1,1904,HOME_WORKOUT
10006,13279,6,-3273,RECOVERY_DAY
1400,6701,1,-5301,LIGHT_WALK
9275,5182,1,4093,HOME_WORKOUT
799,13874,4,-13075,LIGHT_WALK
7056,13870,1,-6814,HOME_WORKOUT
811,5008,5,-4197,LIGHT_WALK
8982,3109,0,5873,HOME_WORKOUT
10948,10655,0,293,HOME_WORKOUT
13522,1409,2,12113,HOME_WORKOUT
9570,8217,4,1353,HOME_WORKOUT
6124,4689,2,1435,MODERATE_WALK
9937,8642,7,1295,HOME_WORKOUT
7736,6415,2,1321,HOME_WORKOUT
6658,8228,3,-1570,LIGHT_WALK
5472,6938,6,-1466,MODERATE_WALK
14470,12471,0,1999,HOME_WORKOUT
11265,1300,5,9965,HOME_WORKOUT
13867,6790,0,7077,HOME_WORKOUT
10920,5685,1,5235,HOME_WORKOUT
12135,6558,0,5577,HOME_WORKOUT
4440,6816,5,-2376,LIGHT_WALK
14949,12987,0,1962,HOME_WORKOUT
14088,13440,7,648,RECOVERY_DAY
6512,13698,7,-7186,LIGHT_WALK
9976,8692,7,1284,HOME_WORKOUT
7396,3528,2,3868,HOME_WORKOUT
12110,5515,6,6595,HOME_WORKOUT
6111,7711,7,-1600,LIGHT_WALK
12106,9762,4,2344,HOME_WORKOUT
9384,7948,3,1436,HOME_WORKOUT
13641,11060,5,2581,RECOVERY_DAY
1955,13767,2,-11812,LIGHT_WALK
2043,9940,7,-7897,LIGHT_WALK
1734,3823,3,-2089,LIGHT_WALK
10055,2900,5,7155,HOME_WORKOUT
5706,3892,4,1814,MODERATE_WALK
8429,13162,7,-4733,RECOVERY_DAY
6306,1599,1,4707,MODERATE_WALK
8420,13826,7,-5406,RECOVERY_DAY
10301,12019,4,-1718,HOME_WORKOUT
13197,1632,4,11565,HOME_WORKOUT
13718,2125,6,11593,HOME_WORKOUT
4515,9934,1,-5419,LIGHT_WALK
4233,6529,2,-2296,LIGHT_WALK
12726,12860,2,-134,HOME_WORKOUT
